page_speed,page_skip_percent,page_return_percent,page_unusual_percent
1.155638665928313,0.4293921492712535,0.16518253006781664,0.0
1.103102916148769,0.28307846245652524,0.08074092380395523,0.0
1.064008517708356,0.29634863418080676,0.08224255415973052,0.0
1.174909646266935,0.2868036548333923,0.06894072470280599,0.0
1.1397013522732184,0.23130683259670745,0.07657795996848775,0.0
1.2139731666910092,0.2470684562127316,0.1138304058882584,0.0
1.2001020759001801,0.19126157785412842,0.08667550655153039,0.0
1.1661842078645326,0.1763199871318844,0.07517459083414851,0.0
1.1547628817191815,0.19218700607270542,0.06127610015805671,0.0
1.1496427712056079,0.19609789871780595,0.09269613382365431,0.0
1.2111820652065728,0.24754756581649004,0.0950045300777608,0.0
1.2099298505658729,0.18228903923099793,0.05335609196514338,0.0
1.2294799541833175,0.21430491789717504,0.054428451282899686,0.0
1.2417871413185901,0.2271156690116518,0.05216784376598065,0.0
1.2191331962599665,0.22231210042101954,0.07680687665679062,0.0
1.1213286926679715,0.21490262010321945,0.07618628073054108,0.0
1.0865454268748955,0.28866585355101354,0.09679505077074547,0.0
0.813656003254785,0.11914715508242513,0.06745805618731111,0.0
1.1109853322417296,0.12698904873211975,0.054415603001206105,0.0
1.2192769101429177,0.18658295758605087,0.0694778629246955,0.0
1.1622586749459904,0.17942981118004042,0.057578222990609995,0.0
1.1386035025340246,0.19747260818383933,0.06502936214881953,0.0
1.1323091195921324,0.1684137056650167,0.07499567775935034,0.0
1.2169188724652773,0.23451312632472063,0.06812977621539776,0.0
1.1102147619300724,0.18358008924207292,0.061037793860271645,0.0
1.159086731556727,0.16996385102198744,0.057881917805465505,0.0
1.195810737325404,0.20768820257390927,0.038957573601352026,0.0
1.2119196768543892,0.233923393663361,0.056379006739133326,0.0
1.2517003168914411,0.22151023574247072,0.04625476375164418,0.0
1.253155685189419,0.2557223624109629,0.05238764493563747,0.0
1.2641485032370563,0.24465166942302455,0.05002623521363437,0.0
1.2571716770632504,0.2110806366811675,0.06260988376181725,0.0
1.0968535883891257,0.17139257636534236,0.05230339031839608,0.0
1.1670617796834577,0.3700481041312959,0.08081494057724962,0.0
0.90998851544675,0.14416538946797974,0.06754616967408149,0.0
1.2054158631508853,0.1908892469031575,0.055731386154265206,0.0
1.1580370059321983,0.19913338173199963,0.06643856353627138,0.0
1.1170306720351773,0.15846277231287956,0.05747254366008161,0.0
1.208666607769985,0.16129953121399435,0.053595688406918716,0.0
1.2314312822183993,0.1856580301311311,0.0555394316772645,0.0
1.224261144346437,0.2022225720958302,0.05973654517305625,0.0
1.2742356471543426,0.25362231264015916,0.0631437242342452,0.0
1.2168776470313825,0.2518064001655741,0.06583392684307612,0.0
1.2099348222743,0.16456715980665018,0.05176305311796749,0.0
1.2170756876132087,0.1678746074880223,0.06567455928045247,0.0
1.256819933663898,0.304381981256716,0.04899742580106925,0.0
1.1975142208770941,0.17853528965342766,0.043491285765640916,0.0
1.2111353076405893,0.17094054198460554,0.050672054231854516,0.0
1.2198577571920954,0.22129622375430902,0.04876018489501726,0.0
1.1548697877624805,0.24928258826915448,0.08591587448045868,0.0
1.1468264813908295,0.2793375506432582,0.09428530812424481,0.0
1.0165372164172617,0.16723469172468622,0.1074378824025837,0.0
1.0969305254713697,0.2113858177781485,0.06470614657058714,0.0
1.14738505622479,0.21945407070295023,0.06734990798403125,0.0
1.176508043394219,0.23893522742082662,0.04597940831487038,0.0
1.2609840933031167,0.28495008143861233,0.05516087670162593,0.0
1.180380004799736,0.18386423390453036,0.05117322200055494,0.0
1.0950263628023544,0.26114345534353256,0.06347836201460688,0.0
1.102905110129289,0.17547816308335537,0.057814475519479026,0.0
1.2209687248936705,0.17771314318252424,0.049461641991924675,0.0
1.159552719618857,0.23275381107638943,0.05004144051753886,0.0
1.2521048121506184,0.21913420807934691,0.05379235974790774,0.0
1.2827163327877373,0.24050147707070715,0.05058719343347888,0.0
1.1687651805105568,0.1628468857512634,0.05241901392420697,0.0
1.2589562510342505,0.2652299973937972,0.049781730518634354,0.0
1.2414054813652862,0.2374323025497868,0.064641839074427,0.0
1.1617041183848327,0.18486917944597744,0.10538128340377965,0.0
1.0606651894891637,0.29376948289514576,0.15494101255926307,0.0
0.8448328087855759,0.13297015159509992,0.08827598009155598,0.0
1.183320766461301,0.22887612534736906,0.054775442775365814,0.0
1.1959713943753931,0.19364743184054056,0.06398937270112605,0.0
1.2326179689083352,0.22563792814473538,0.05271979229584557,0.0
1.1950245122294305,0.19059606250099967,0.050199113982759495,0.0
1.1432538932536442,0.12174197815463839,0.07312930630381859,0.0
1.2016110937467352,0.14868492548126688,0.045730050714137854,0.0
1.2133516909882738,0.18275789460251016,0.045022683622488305,0.0
1.1536822928236634,0.14935591895410094,0.05122837467663457,0.0
1.288942653841879,0.29419295988011246,0.05297844960987763,0.0
1.247975846271427,0.23212724555119996,0.06313081461844826,0.0
1.1834317005531838,0.22890193316114935,0.0583392032558504,0.0
1.1783429852454717,0.19761167342507724,0.0564290047574954,0.0
1.2666741289937977,0.2376632490085191,0.051029901598117725,0.0
1.2355455207520822,0.264044961658755,0.0573832695635607,0.0
1.1781452438168265,0.15238491227179243,0.061850925526242266,0.0
1.1722692831029204,0.17013205342132753,0.076482241845873,0.0
1.0635321511639848,0.14594843769833582,0.08878429748201203,0.0
0.853844921667018,0.10140354614878828,0.07434276499693276,0.0
1.2079390880281846,0.17482944020241253,0.05665102529513134,0.0
1.1577520263977596,0.14639548022598875,0.05675867635189675,0.0
1.2783799157721913,0.4470753407370016,0.058947501261988944,0.0
1.123412664577282,0.19003841931942897,0.053330738008322054,0.0
1.1864237437451672,0.1989110156202007,0.04607490324270324,0.0
1.2184073646747737,0.18816351877175927,0.04807393754417947,0.0
1.1297557974833934,0.13832484853177426,0.051518553647819376,0.0
1.1724383025204752,0.1719352651708063,0.05592770044733075,0.0
1.1936058748749259,0.23751460734475302,0.04942765395404867,0.0
1.174773407165534,0.17822025404353684,0.04914805667830532,0.0
1.1581211931957822,0.20482534024835067,0.048250197129284765,0.0
1.155945564103543,0.1483483088851289,0.04846822280992816,0.0
1.1615234600042936,0.18882070472477,0.0435186517853637,0.0
1.206786883566763,0.20026853754323876,0.05335639418450411,0.0
1.1989605848737155,0.18028560031910662,0.06446589549262084,0.0
1.243157142294873,0.20059546917259957,0.05515469044265567,0.0
1.1473576784115493,0.2218577131843327,0.061087845659949735,0.0
0.8824037945145294,0.13979100368224517,0.04791022335968483,0.0
1.155792486716115,0.13664932497042176,0.052948898721252406,0.0
1.127608049532591,0.11346392984609413,0.04757352109946546,0.0
1.216193893122717,0.18790440993479673,0.0713627992633517,0.0
1.2383711374866642,0.1714951211006638,0.048904139333206094,0.0
1.2110429269940417,0.1924065370329333,0.04984801828411159,0.0
1.2457239572347318,0.15697150011443026,0.03944144532249161,0.0
1.2657401610692198,0.22026681250854518,0.052792806870194144,0.0
1.235898419090757,0.2150359314538418,0.04456475790979738,0.0
1.2838654848581494,0.2506324922180273,0.035416252731969,0.0
1.2202465423475026,0.3588911746462406,0.06647240208306371,0.0
1.1590966956565747,0.2014850003740554,0.08287199820453357,0.0
0.8561690154900035,0.10080538578140763,0.0959827810354035,0.0
1.1037085567808096,0.1581542941054129,0.06842460184910922,0.0
1.2054141472935112,0.1379881074580451,0.07761736141058417,0.0
1.2422464277810765,0.195605018309885,0.06843205235225659,0.0
1.0742287224788758,0.15354182883831674,0.08376757177526453,0.0
1.1779913864254525,0.15388270285113104,0.08465461546293478,0.0
1.129554404308121,0.14391151552442255,0.08571267985611497,0.0
1.1368307751130091,0.13947040746851852,0.07786862621219276,0.0
1.0769207986860931,0.08775667796075966,0.07569143487510832,0.0
1.1853151130523767,0.189842896774135,0.0862933259112925,0.0
1.2001579957502313,0.1564846571671532,0.04746095649909153,0.0
1.156879354172337,0.1418137707874872,0.061626544474188076,0.0
1.1502601732880293,0.1449038464449066,0.07445884300922949,0.0
1.148355518168706,0.13755117956716703,0.07591026515890037,0.0
1.1279045807238257,0.10963423831070893,0.0748931623931623,0.0
1.1796582321679687,0.13705404772832985,0.08586053552268022,0.0
1.2232816503246768,0.23716713182119564,0.05497972337440058,0.0
1.1585527635232087,0.2749061687249846,0.07172447088505074,0.0
1.097604231819362,0.12338090010976943,0.06877261454648932,0.0
0.8763419891062,0.11929111874772821,0.06863211701262543,0.0
1.2409016685536445,0.1778997587573621,0.050397144500843934,0.0
1.1865754624816154,0.14281314372387838,0.040870463713015864,0.0
1.2171506617864902,0.14521992299190462,0.044496464213405584,0.0
1.2083126096592771,0.1430801864607963,0.048998749036181975,0.0
1.1714433107722586,0.15335183432522181,0.05589117566852213,0.0
1.292429052067528,0.26841304369353486,0.03862340774580714,0.0
1.2800790795806372,0.1696315842429315,0.057529462549861514,0.0
1.180957496737879,0.1320790513833992,0.055696442687747025,0.0
1.1849741767969468,0.1167593703077636,0.05335259806282447,0.0
1.175646143239727,0.17508123352338936,0.07925939549996937,0.0
1.0810314101965965,0.11220854219980547,0.06907309758530723,0.0
1.117948902631869,0.10936416606858299,0.07463780456652103,0.0
1.1677121683141465,0.13246340376976273,0.07492540409926603,0.0
1.1484001236690264,0.13730692316185947,0.0772491381319856,0.0
1.172781449387642,0.12360988512558016,0.08988976820473986,0.0
1.1685788254943812,0.18195253386040106,0.08095557070808702,0.0
1.1464579761676301,0.19223238770402484,0.08468751122660376,0.0
1.1417513891863356,0.14236789404494277,0.06940707431843036,0.0
1.1358402283087212,0.15901578375805164,0.09386650005206718,0.0
1.1471346213361406,0.2611616370400991,0.12145079523944226,0.0
1.1739989645809397,0.23083415388943596,0.07556618371078916,0.0
1.1482455821965618,0.1031634333967727,0.07008172469493179,0.0
0.8732604194244709,0.1029831589592003,0.0771848625102096,0.0
1.1710408206100564,0.17481182606919174,0.06844487573178748,0.0
1.251878409566205,0.23546041874503937,0.057527243288382005,0.0
1.1551180645533181,0.13720977609707344,0.06451294588004607,0.0
1.1195345353688457,0.14791467764657606,0.07129062654521595,0.0
1.1088430376390284,0.1760904581714053,0.04405617201881766,0.0
1.2293082492958245,0.25957377542590193,0.05234902626818551,0.0
1.1501057588282173,0.21599421940328895,0.06601984918571394,0.0
1.1816839326640904,0.34174844000049553,0.04947338386532521,0.0
1.1972382202998382,0.20017167597100294,0.055478280483449584,0.0
1.2452940500785747,0.20003572522200674,0.05423216290701242,0.0
1.1630436864923954,0.16516773190752487,0.06107486443108546,0.0
1.2374743798514465,0.24385701623302866,0.044750424785047496,0.0
1.2748392114079652,0.2649569138498194,0.04402782034955555,0.0
1.2243015423364851,0.23896570605005954,0.055314649665493994,0.0
1.195664350971872,0.19778279430500004,0.0444909910053738,0.0
1.2460030507256374,0.19913229453101142,0.06931255728689285,0.0
1.1956261003755373,0.2153382346489165,0.06037643607919824,0.0
1.1790150512318927,0.23619148936170203,0.0740638297872341,0.0
1.1446778515838645,0.1998249434397704,0.08109237716511337,0.0
1.0474917726570663,0.20626818222715423,0.08947905107518832,0.0
1.1355726360167469,0.3932451927466628,0.09003670495425575,0.0
1.180333160803689,0.3290576961469354,0.08190257536434416,0.0
1.0023409709535414,0.1927602391821513,0.08117697258056027,0.0
1.1182726281956374,0.24293317812388263,0.05058799604496393,0.0
1.3181717024024522,0.3545770320857514,0.03334304122063658,0.0
1.2974115490535878,0.370863135369643,0.03778873776162276,0.0
1.2817772331461539,0.35738952448986316,0.026475628578725423,0.0
1.2848459589641275,0.34269725395942807,0.03967140781661963,0.0
1.257424499264876,0.33392178362573083,0.030789473684210485,0.0
1.3003056387442329,0.4167249119115725,0.0163999394729826,0.0
1.2872320949151312,0.4898843981613764,0.027431183922278266,0.0
1.2450063540910503,0.6087935686744795,0.034262287080872575,0.0
1.2379373705938503,0.4472227488151663,0.048350710900473964,0.0
1.1650114878947861,0.20566939628106057,0.060029090256686235,0.0
1.1792970616226657,0.22363949923352094,0.05229624425140527,0.0
1.2409200930197575,0.2507857420326239,0.052033940203345924,0.0
1.2785142383719337,0.29559824863834516,0.04447486335477227,0.0
1.2976681610331564,0.357563135589197,0.03835769923436528,0.0
1.2321660880918046,0.33489522243316117,0.05370681628556576,0.0
1.2939866131893314,0.4521268957249796,0.04960883599832653,0.0
1.2371683466533916,0.3879820027516453,0.038117106062296235,0.0
1.3094667621521747,0.41351925530644457,0.032561486872953335,0.0
1.2188896492899575,0.5689442138605211,0.07486278739555456,0.0
1.0558348633783776,0.29429264090792034,0.09759433082613295,0.0
1.018063127372827,0.18186221787998458,0.08599272583968928,0.0
0.8859230584399618,0.16263333192799018,0.0846283570133647,0.0
1.1389517865152017,0.19969839785472313,0.06564955936360084,0.0
1.17286717609267,0.18977951201165894,0.06653816620437837,0.0
1.2373194709662667,0.2822267947104272,0.049655531002209846,0.0
1.1781697446057786,0.19489936203407623,0.0899547399477887,0.0
1.1951966121982565,0.14831203714848634,0.07801245462550607,0.0
1.215828177407565,0.19332109694843244,0.044432709956324416,0.0
1.1912993202637148,0.154950456180022,0.05615175641086047,0.0
1.1253491830516684,0.13536576004912634,0.060090064734027615,0.0
1.1795740926854488,0.14850393019576827,0.07281985366818276,0.0
1.1878367556422254,0.1994212313598111,0.07881588660859296,0.0
1.1474980988288819,0.17058602964839412,0.08601636241781149,0.0
1.1351815677163692,0.1424532697858713,0.07612873364794333,0.0
1.1870499034253568,0.19462910187466073,0.07423791103107875,0.0
1.23744872346339,0.19059435712070102,0.06830770594230516,0.0
1.19223553534044,0.1869449749535403,0.04585849232530177,0.0
1.2294855543789247,0.21257264732862022,0.055032073410672566,0.0
1.2377096236914,0.263349865514078,0.06842146177645786,0.0
1.1934959170335087,0.17814308853057884,0.054901623850846216,0.0
1.1778763197726358,0.2713753921680184,0.058559422598631304,0.0
1.1586295027845266,0.19197026203683074,0.08630779035833751,0.0
1.098149495372636,0.3520729834703277,0.08167283894860447,0.0
1.1807796843248437,0.2584883895882441,0.05109751408462474,0.0
0.949414300694442,0.21757942294360905,0.061932764404497256,0.0
1.3114132534566443,0.5014539661668388,0.04182365286873846,0.0
1.28293669802999,0.5335024637143647,0.046964847268409306,0.0
1.2003653798584937,0.25517976152695326,0.035152429743715984,0.0
1.2104970761771607,0.2468988871171892,0.035658277579603034,0.0
1.1998473381972736,0.20671675774134748,0.03578259172521463,0.0
1.1226645255548025,0.1558665667718838,0.06518441641385918,0.0
1.2039626552889462,0.19814386332315936,0.04599285170957444,0.0
1.1571352745741739,0.14418175454227267,0.05339676074712833,0.0
1.2101671275648778,0.17857732770888407,0.06609257471030698,0.0
1.2321508036184123,0.2716789960537505,0.048871321803347405,0.0
1.2240113710300093,0.24752646882778342,0.03353862960649181,0.0
1.2210405161027895,0.16649609170110166,0.0497172719945757,0.0
1.1687012578613576,0.14916627844080171,0.06278003070371543,0.0
1.222606637314868,0.24594637157099733,0.06264423164283248,0.0
1.1411807300119226,0.15748108050468718,0.06184393337326842,0.0
1.2095057646680014,0.17393129609606722,0.07211976973863056,0.0
1.2279432551865481,0.2442990319654649,0.06627290019020912,0.0
1.2783471808568743,0.2413896783749736,0.06143854562948233,0.0
1.2766921143237278,0.21604948011170905,0.05700626390444791,0.0
1.1951281952371924,0.1597534388380884,0.059378578038489914,0.0
1.2290829029976684,0.2137672775389548,0.045292328951956985,0.0
1.2479076399955586,0.20057267872080328,0.04809536065890228,0.0
1.1757380665328714,0.17169477349205425,0.05544857455927071,0.0
1.2341006600952973,0.22823199600074517,0.05366320652688887,0.0
1.2751876754009892,0.307657039568298,0.04845764120697161,0.0
1.1858022966702768,0.23000218048563006,0.04810086210543787,0.0
1.0877360337238684,0.3778207351016689,0.12511874157183944,0.0
1.0517815566216453,0.20688064324787436,0.07489454952876815,0.0
1.0223030992596052,0.17940448990395316,0.07583976537376812,0.0
1.1176634978211952,0.20675287921072272,0.06432681347189427,0.0
1.1918313827192626,0.2317878350826155,0.06707033928796578,0.0
1.1371222428621635,0.20745896630986121,0.07335792499005883,0.0
1.158186298215465,0.2459178719888379,0.0569070666868134,0.0
1.174380168209948,0.17372390910143146,0.04927852154789926,0.0
1.1982646576626181,0.1953440265305118,0.05342548964883189,0.0
1.2177438537606768,0.24513601109373195,0.052937097892513295,0.0
1.1763255663928955,0.18636533963897606,0.04560607822615027,0.0
1.2578508201980616,0.23006974688103754,0.04813844592160854,0.0
1.287297236085286,0.18835737012309622,0.06299551429167533,0.0
1.267051205872394,0.24014619418401428,0.07392976322898456,0.0
1.177527955885235,0.2113759194734807,0.0742361595044523,0.0
1.1746406741330557,0.19439536558788942,0.06902060491144256,0.0
1.2510896773557547,0.21958472747740715,0.049366771944088284,0.0
1.2068009788842413,0.15433015085894605,0.053977556310476446,0.0
1.2475824792372139,0.20058145944430644,0.07007436759198314,0.0
1.2142347043980712,0.2494901181113073,0.08578706123719272,0.0
1.2753550662055622,0.2731502875333741,0.05128748202916409,0.0
1.2285876572897083,0.3745734216601424,0.043307111311853844,0.0
1.1416923005221284,0.3053734923477143,0.07485050170613869,0.0
1.186724311360597,0.1945799546426066,0.08936059127767544,0.0
0.9238876258032023,0.17925157262302557,0.08455692032566248,0.0
1.1465783803820198,0.17395570685483097,0.05885005493772662,0.0
1.249861976642298,0.22892710840492855,0.04676347291072254,0.0
1.238360863354317,0.24665698953109877,0.06413615855421087,0.0
1.123889286775339,0.17789804364409573,0.08625805637812871,0.0
